,OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,LAUNCH,active
17512,1976-067H,COSMOS 839 DEB,10414,CIS,118.19,65.88,2106.0,1093.0,1976-07-08,0
17513,1976-067G,COSMOS 839 DEB,10413,CIS,117.13,65.87,2091.0,1013.0,1976-07-08,0
17514,1976-067F,COSMOS 839 DEB,10412,CIS,116.71,65.68,2080.0,986.0,1976-07-08,0
17515,1976-067E,COSMOS 839 DEB,10411,CIS,117.16,66.02,2078.0,1028.0,1976-07-08,0
17516,1976-067D,COSMOS 839 DEB,10410,CIS,116.79,66.09,2084.0,990.0,1976-07-08,0
17517,1973-086GK,DELTA 1 DEB *,10395,US,112.24,102.65,1780.0,878.0,1973-11-06,0
17518,1974-089EJ,THORAD DELTA 1 DEB,10393,US,117.65,101.63,1701.0,1450.0,1974-11-15,0
17519,1974-089EH,THORAD DELTA 1 DEB,10392,US,114.28,101.55,1462.0,1383.0,1974-11-15,0
17520,1977-092A,EKRAN 2,10365,CIS,1436.15,10.16,35955.0,35621.0,1977-09-20,0
17521,1977-088A,COSMOS 952,10358,CIS,104.08,64.94,974.0,928.0,1977-09-16,0
17522,1977-087B,SL-8 R/B,10355,CIS,104.67,82.97,1003.0,954.0,1977-09-13,0
17523,1977-087A,COSMOS 951,10352,CIS,104.79,82.97,1009.0,960.0,1977-09-13,0
17524,1977-065DV,DELTA 1 DEB,10346,US,108.27,29.22,1693.0,601.0,1977-07-14,0
17525,1977-065DM,DELTA 1 DEB,10338,US,105.03,29.06,1491.0,501.0,1977-07-14,0
17529,1977-065DL,DELTA 1 DEB,10314,US,107.12,28.78,1611.0,575.0,1977-07-14,0
17530,1977-065DC,DELTA 1 DEB,10306,US,106.21,29.11,1574.0,528.0,1977-07-14,0
17531,1977-065DB,DELTA 1 DEB,10305,US,99.57,29.05,886.0,591.0,1977-07-14,0
17532,1977-080B,DELTA 1 R/B(1),10295,US,115.39,27.09,2075.0,871.0,1977-08-25,0
17533,1977-080A,SIRIO,10294,IT,1436.08,12.37,35815.0,35757.0,1977-08-25,0
17534,1977-079J,SL-8 R/B,10293,CIS,117.53,74.03,1677.0,1463.0,1977-08-24,0
17535,1977-079H,COSMOS 946,10292,CIS,115.67,74.02,1510.0,1462.0,1977-08-24,0
17536,1977-079G,COSMOS 945,10291,CIS,115.46,74.03,1491.0,1461.0,1977-08-24,0
17537,1977-079F,COSMOS 944,10290,CIS,115.23,74.03,1471.0,1461.0,1977-08-24,0
17538,1977-079E,COSMOS 943,10289,CIS,115.01,74.02,1463.0,1449.0,1977-08-24,0
17539,1977-079D,COSMOS 942,10288,CIS,115.92,74.02,1532.0,1462.0,1977-08-24,0
17540,1977-079C,COSMOS 941,10287,CIS,114.6,74.02,1462.0,1413.0,1977-08-24,0
17541,1977-079B,COSMOS 940,10286,CIS,114.39,74.03,1462.0,1393.0,1977-08-24,0
17542,1977-079A,COSMOS 939,10282,CIS,114.81,74.02,1462.0,1432.0,1977-08-24,0
17546,1977-065CP,DELTA 1 DEB,10262,US,105.49,29.07,1522.0,513.0,1977-07-14,0
17547,1977-065CN,DELTA 1 DEB,10261,US,99.39,29.02,980.0,479.0,1977-07-14,0
17548,1977-065CD,DELTA 1 DEB,10252,US,109.01,28.84,1774.0,588.0,1977-07-14,0
17549,1977-065CC,DELTA 1 DEB,10251,US,104.9,28.98,1520.0,459.0,1977-07-14,0
17550,1977-065CB,DELTA 1 DEB,10250,US,104.06,29.08,1383.0,518.0,1977-07-14,0
17551,1977-065BR,DELTA 1 DEB,10240,US,109.85,29.39,1764.0,676.0,1977-07-14,0
17552,1977-065BM,DELTA 1 DEB,10234,US,100.42,28.95,1093.0,464.0,1977-07-14,0
17553,1977-065BH,DELTA 1 DEB,10230,US,97.42,29.02,779.0,491.0,1977-07-14,0
17554,1977-065BG,DELTA 1 DEB,10229,US,100.28,28.8,944.0,600.0,1977-07-14,0
17555,1977-065BE,DELTA 1 DEB,10227,US,107.22,28.95,1632.0,564.0,1977-07-14,0
17556,1977-065AY,DELTA 1 DEB,10221,US,100.9,29.03,1121.0,482.0,1977-07-14,0
17557,1977-065AX,DELTA 1 DEB,10220,US,104.73,29.14,1343.0,621.0,1977-07-14,0
17558,1977-065AT,DELTA 1 DEB,10214,US,106.14,28.87,1491.0,605.0,1977-07-14,0
17559,1977-065AQ,DELTA 1 DEB,10211,US,113.67,29.47,1928.0,862.0,1977-07-14,0
17560,1977-065AM,DELTA 1 DEB,10208,US,101.98,28.94,1194.0,511.0,1977-07-14,0
17561,1977-065AL,DELTA 1 DEB,10207,US,113.52,29.09,1932.0,844.0,1977-07-14,0
17562,1977-065AK,DELTA 1 DEB,10206,US,108.16,29.21,1580.0,704.0,1977-07-14,0
17563,1977-065AH,DELTA 1 DEB,10204,US,99.75,28.84,964.0,528.0,1977-07-14,0
17564,1977-065AE,DELTA 1 DEB,10201,US,105.52,29.09,1542.0,495.0,1977-07-14,0
17565,1977-065AB,DELTA 1 DEB,10198,US,109.0,29.56,1656.0,705.0,1977-07-14,0
17566,1977-065S,DELTA 1 DEB,10188,US,106.15,29.06,1570.0,527.0,1977-07-14,0
17567,1977-065N,DELTA 1 DEB,10184,US,107.27,29.08,1687.0,513.0,1977-07-14,0
17568,1977-065M,DELTA 1 DEB,10183,US,104.39,29.21,1374.0,558.0,1977-07-14,0
17569,1977-065G,DELTA 1 DEB,10178,US,119.42,28.72,2394.0,916.0,1977-07-14,0
17570,1977-065F,DELTA 1 DEB,10177,US,103.18,28.23,1319.0,499.0,1977-07-14,0
17571,1977-068D,SL-6 R/B(2),10167,CIS,720.67,64.31,37171.0,3326.0,1977-07-20,0
17572,1977-071A,RADUGA 3,10159,CIS,1435.49,10.06,35805.0,35744.0,1977-07-23,0
17573,1977-054D,SL-6 R/B(2),10155,CIS,578.43,62.88,32853.0,384.0,1977-06-24,0
17574,1977-068A,COSMOS 931,10150,CIS,717.9,68.67,35933.0,4428.0,1977-07-20,0
17575,1977-065B,DELTA 1 R/B(1),10144,US,108.95,29.06,1826.0,530.0,1977-07-14,0
17576,1977-065A,HIMAWARI 1 (GMS 1),10143,JPN,1450.94,12.02,36142.0,36011.0,1977-07-14,0
17577,1977-064B,SL-8 R/B,10142,CIS,104.45,82.96,999.0,939.0,1977-07-13,0
17578,1977-064A,COSMOS 928,10141,CIS,104.6,82.96,1004.0,948.0,1977-07-13,0
17579,1977-062B,SL-8 R/B,10138,CIS,104.81,82.94,1001.0,970.0,1977-07-08,0
17580,1977-062A,COSMOS 926,10137,CIS,104.93,82.95,1014.0,968.0,1977-07-08,0
17581,1970-025NQ,THORAD AGENA D DEB,10136,US,106.54,99.92,1067.0,1066.0,1970-04-08,0
17582,1977-059B,SL-8 R/B,10121,CIS,100.28,74.05,785.0,759.0,1977-07-01,0
17583,1977-059A,COSMOS 923,10120,CIS,100.56,74.05,795.0,775.0,1977-07-01,0
17584,1977-057B,SL-3 R/B,10114,CIS,94.9,97.28,523.0,505.0,1977-06-29,0
17585,1977-055B,SL-14 R/B,10096,CIS,96.73,75.83,632.0,572.0,1977-06-24,0
17586,1977-055A,COSMOS 921,10095,CIS,96.52,75.83,618.0,566.0,1977-06-24,0
17587,1977-053A,NTS 2,10091,US,718.36,64.51,20353.0,20031.0,1977-06-23,0
17588,1977-047D,SL-6 R/B(2),10089,CIS,722.5,66.58,37762.0,2826.0,1977-06-16,0
17590,1977-048B,DELTA 1 R/B(1),10062,US,107.73,28.41,1674.0,569.0,1977-06-16,0
17591,1977-048A,GOES 2,10061,US,1448.78,11.89,36103.0,35966.0,1977-06-16,0
17592,1977-047A,COSMOS 917,10059,CIS,718.49,62.74,38690.0,1700.0,1977-06-16,0
17595,1977-044A,OPS 5644,10033,US,100.75,99.04,823.0,765.0,1977-06-05,0
17596,1977-041B,ATLAS CENTAUR R/B,10025,US,646.59,21.96,36193.0,589.0,1977-05-26,0
17597,1977-041A,INTELSAT 4A-F4,10024,ITSO,1448.0,13.38,36063.0,35975.0,1977-05-26,0
17598,1977-039B,SL-8 R/B,10020,CIS,104.5,82.94,995.0,947.0,1977-05-25,0
17599,1977-039A,COSMOS 911,10019,CIS,104.71,82.95,998.0,963.0,1977-05-25,0
17601,1977-038A,OPS 9751,10016,US,1436.17,10.67,41090.0,30487.0,1977-05-23,0
17602,1977-036C,SL-8 DEB,10013,CIS,117.0,65.87,2110.0,982.0,1977-05-19,0
17603,1977-036B,SL-8 R/B,10011,CIS,116.86,65.86,2100.0,980.0,1977-05-19,0
17604,1977-036A,COSMOS 909,10010,CIS,117.04,65.86,2113.0,983.0,1977-05-19,0
17605,1977-034C,TITAN 3C TRANSTAGE R/B,10002,US,1506.97,14.31,38453.0,35873.0,1977-05-12,0
17606,1977-034B,OPS 9438 (DSCS 2-8),10001,US,1509.0,14.18,37345.0,37059.0,1977-05-12,0
17607,1977-034A,OPS 9437 (DSCS 2-7),10000,US,1489.56,13.71,36913.0,36741.0,1977-05-12,0
17608,1974-033F,SMS 1 AKM,9998,US,1239.41,2.17,32839.0,30847.0,1974-05-17,0
17610,1974-089EG,THORAD DELTA 1 DEB,9989,US,115.86,102.97,1614.0,1375.0,1974-11-15,0
17611,1974-089EF,THORAD DELTA 1 DEB,9988,US,104.34,103.06,1171.0,757.0,1974-11-15,0
17612,1974-089EE,THORAD DELTA 1 DEB,9987,US,115.21,101.38,1532.0,1398.0,1974-11-15,0
17613,1974-089ED,THORAD DELTA 1 DEB,9986,US,108.99,103.38,1561.0,800.0,1974-11-15,0
17614,1974-089EC,THORAD DELTA 1 DEB,9985,US,115.31,101.66,1508.0,1431.0,1974-11-15,0
17615,1974-089EB,THORAD DELTA 1 DEB,9984,US,116.09,102.0,1580.0,1430.0,1974-11-15,0
17616,1977-012G,TANSEI 3 DEB,9983,JPN,133.94,65.6,3780.0,807.0,1977-02-19,0
17617,1977-012F,TANSEI 3 DEB,9982,JPN,133.3,65.9,3752.0,779.0,1977-02-19,0
17618,1977-012E,TANSEI 3 DEB,9981,JPN,132.91,65.2,3701.0,797.0,1977-02-19,0
17619,1973-086GJ,DELTA 1 DEB,9979,US,125.24,101.93,2398.0,1429.0,1973-11-06,0
17620,1973-086GH,DELTA 1 DEB,9978,US,116.79,101.75,1578.0,1495.0,1973-11-06,0
17621,1973-086GG,DELTA 1 DEB,9977,US,114.92,102.0,1507.0,1396.0,1973-11-06,0
17622,1973-086GF,DELTA 1 DEB,9976,US,116.6,102.24,1564.0,1492.0,1973-11-06,0
17623,1973-086GE,DELTA 1 DEB,9975,US,115.88,102.48,1576.0,1415.0,1973-11-06,0
17624,1968-097DV,COSMOS 252 DEB,9973,CIS,106.13,62.4,1554.0,541.0,1968-11-01,0
17625,1976-126BG,COSMOS 886 DEB,9966,CIS,107.12,65.79,1608.0,578.0,1976-12-27,0
17626,1976-126BF,COSMOS 886 DEB,9965,CIS,118.73,65.8,2327.0,921.0,1976-12-27,0
17627,1976-126BE,COSMOS 886 DEB,9964,CIS,110.28,65.8,1890.0,589.0,1976-12-27,0
17628,1976-126BD,COSMOS 886 DEB,9963,CIS,108.62,65.8,1782.0,544.0,1976-12-27,0
17629,1976-126BC,COSMOS 886 DEB,9962,CIS,105.54,65.77,1511.0,529.0,1976-12-27,0
17630,1976-126BB,COSMOS 886 DEB,9961,CIS,105.16,65.8,1472.0,531.0,1976-12-27,0
17631,1976-126BA,COSMOS 886 DEB,9960,CIS,112.19,65.87,2006.0,648.0,1976-12-27,0
17632,1976-126AY,COSMOS 886 DEB,9958,CIS,114.36,65.87,2129.0,723.0,1976-12-27,0
17633,1976-126AW,COSMOS 886 DEB,9956,CIS,116.48,65.79,2253.0,792.0,1976-12-27,0
17634,1976-126AV,COSMOS 886 DEB,9955,CIS,114.02,65.84,2237.0,585.0,1976-12-27,0
17635,1976-126AU,COSMOS 886 DEB *,9954,CIS,110.71,65.7,1960.0,560.0,1976-12-27,0
17636,1976-126AT,COSMOS 886 DEB,9953,CIS,110.28,65.82,1915.0,564.0,1976-12-27,0
17637,1976-126AR,COSMOS 886 DEB,9951,CIS,109.04,65.82,1805.0,560.0,1976-12-27,0
17638,1977-029A,ESA/GOES,9931,ESA,734.03,26.4,38499.0,2654.0,1977-04-20,0
17639,1977-027D,SL-6 R/B(2),9921,CIS,723.97,72.3,34071.0,6589.0,1977-04-11,0
17640,1977-024C,SL-3 DEB,9907,CIS,99.58,82.92,745.0,732.0,1977-04-05,0
17641,1977-024B,SL-3 R/B,9904,CIS,102.35,81.27,911.0,829.0,1977-04-05,0
17642,1977-024A,METEOR 1-27,9903,CIS,102.25,81.25,894.0,837.0,1977-04-05,0
17643,1976-105P,COSMOS 862 DEB,9902,CIS,727.17,64.56,39705.0,1112.0,1976-10-22,0
17644,1976-105N,COSMOS 862 DEB,9896,CIS,720.96,67.51,38085.0,2426.0,1976-10-22,0
17645,1976-105M,COSMOS 862 DEB,9895,CIS,718.74,65.85,38933.0,1469.0,1976-10-22,0
17646,1976-105G,COSMOS 862 DEB,9890,CIS,718.74,65.85,38933.0,1469.0,1976-10-22,0
17647,1977-021A,MOLNIYA 1-36,9880,CIS,717.21,62.16,39981.0,346.0,1977-03-24,0
17648,1977-018A,PALAPA 2,9862,INDO,1439.46,13.17,35871.0,35834.0,1977-03-10,0
17650,1977-007C,TITAN 3C TRANSTAGE R/B,9855,US,1437.09,9.4,35881.0,35731.0,1977-02-06,0
17651,1977-014A,KIKU 2 (ETS 2),9852,JPN,1440.0,11.03,35873.0,35853.0,1977-02-23,0
17652,1977-010E,SL-6 R/B(2),9850,CIS,674.59,61.58,38097.0,105.0,1977-02-11,0
17653,1977-013B,SL-8 R/B,9848,CIS,104.69,82.95,992.0,967.0,1977-02-21,0
17654,1977-013A,COSMOS 894,9846,CIS,104.81,82.94,1008.0,963.0,1977-02-21,0
17655,1977-012C,TANSEI 3 DEB,9843,JPN,133.99,65.75,3798.0,794.0,1977-02-19,0
17656,1977-012A,TANSEI 3 (MS-T3),9841,JPN,134.1,65.76,3806.0,795.0,1977-02-19,0
17657,1973-086GD,DELTA 1 DEB,9835,US,127.08,101.31,2552.0,1438.0,1973-11-06,0
17658,1977-010A,MOLNIYA 2-17,9829,CIS,704.78,61.38,39583.0,128.0,1977-02-11,0
17659,1976-126AP,COSMOS 886 DEB,9827,CIS,100.51,65.8,1068.0,497.0,1976-12-27,0
17660,1976-126AN,COSMOS 886 DEB,9826,CIS,107.99,65.85,1732.0,535.0,1976-12-27,0
17661,1976-126AL,COSMOS 886 DEB,9824,CIS,108.89,65.81,1852.0,499.0,1976-12-27,0
17662,1976-126AK,COSMOS 886 DEB,9823,CIS,111.27,65.8,2003.0,567.0,1976-12-27,0
17663,1976-126AJ,COSMOS 886 DEB,9822,CIS,111.63,65.79,2024.0,578.0,1976-12-27,0
17664,1976-126AH,COSMOS 886 DEB,9821,CIS,100.72,65.77,1091.0,494.0,1976-12-27,0
17665,1976-126AG,COSMOS 886 DEB,9820,CIS,120.75,65.8,2429.0,1000.0,1976-12-27,0
17666,1976-126AF,COSMOS 886 DEB,9819,CIS,103.23,65.89,1307.0,515.0,1976-12-27,0
17667,1976-126AE,COSMOS 886 DEB,9818,CIS,98.6,65.75,896.0,487.0,1976-12-27,0
17668,1976-126AC,COSMOS 886 DEB,9816,CIS,105.11,65.8,1493.0,507.0,1976-12-27,0
17672,1976-126AA,COSMOS 886 DEB,9807,CIS,102.9,65.79,1276.0,515.0,1976-12-27,0
17673,1977-007A,OPS 3151,9803,US,1476.45,10.66,36935.0,36211.0,1977-02-06,0
17674,1976-126Z,COSMOS 886 DEB *,9799,CIS,112.73,65.6,2130.0,573.0,1976-12-27,0
17675,1976-126Y,COSMOS 886 DEB *,9798,CIS,105.81,65.75,1135.0,930.0,1976-12-27,0
17676,1976-126X,COSMOS 886 DEB,9797,CIS,112.79,65.82,2063.0,646.0,1976-12-27,0
17678,1974-089EA,THORAD DELTA 1 DEB,9795,US,114.09,101.95,1649.0,1179.0,1974-11-15,0
17679,1977-005B,DELTA 1 R/B(1),9786,US,103.26,28.01,1216.0,609.0,1977-01-28,0
17680,1977-005A,NATO 3B,9785,NATO,1511.51,13.06,37452.0,37048.0,1977-01-28,0
17681,1977-004B,SL-8 R/B,9738,CIS,104.83,82.96,999.0,974.0,1977-01-20,0
17682,1977-004A,COSMOS 890,9737,CIS,104.98,82.96,1012.0,975.0,1977-01-20,0
17683,1974-089DZ,THORAD DELTA 1 DEB,9730,US,109.01,101.75,1247.0,1115.0,1974-11-15,0
17684,1973-086GC,DELTA 1 DEB,9726,US,117.42,102.41,1629.0,1501.0,1973-11-06,0
17685,1976-126V,COSMOS 886 DEB,9724,CIS,109.45,65.82,1825.0,578.0,1976-12-27,0
17686,1976-126U,COSMOS 886 DEB,9723,CIS,111.24,65.75,1853.0,715.0,1976-12-27,0
17687,1976-126T,COSMOS 886 DEB,9722,CIS,115.22,65.76,2109.0,822.0,1976-12-27,0
17688,1976-126S,COSMOS 886 DEB,9721,CIS,112.91,65.84,2194.0,527.0,1976-12-27,0
17689,1975-004GU,DELTA 1 DEB,9710,US,101.58,97.67,947.0,720.0,1975-01-22,0
17690,1976-069C,SL-8 DEB,9704,CIS,96.57,74.05,597.0,592.0,1976-07-15,0
17691,1973-086GB,DELTA 1 DEB *,9703,US,105.36,65.72,1113.0,910.0,1973-11-06,0
17692,1973-086GA,DELTA 1 DEB,9702,US,126.4,103.1,2568.0,1362.0,1973-11-06,0
17693,1973-086FZ,DELTA 1 DEB,9701,US,110.04,102.76,1256.0,1202.0,1973-11-06,0
17694,1974-089DY,THORAD DELTA 1 DEB,9699,US,117.15,101.6,1651.0,1454.0,1974-11-15,0
17695,1974-089DW,THORAD DELTA 1 DEB,9697,US,114.9,101.75,1564.0,1337.0,1974-11-15,0
17696,1974-089DV,THORAD DELTA 1 DEB,9696,US,117.87,100.85,1738.0,1433.0,1974-11-15,0
17697,1974-089DU,THORAD DELTA 1 DEB,9695,US,106.97,102.99,1303.0,869.0,1974-11-15,0
17698,1975-004GC,DELTA 1 DEB,9681,US,99.9,97.9,794.0,713.0,1975-01-22,0
17699,1972-058HQ,DELTA 1 DEB,9674,US,94.65,98.05,536.0,467.0,1972-07-23,0
17700,1970-025NM,THORAD AGENA D DEB,9668,US,99.62,100.13,786.0,695.0,1970-04-08,0
17701,1970-025NK,THORAD AGENA D DEB,9666,US,105.89,99.27,1127.0,945.0,1970-04-08,0
17702,1977-002D,SL-3 DEB,9664,CIS,102.72,81.26,894.0,880.0,1977-01-06,0
17703,1977-002C,SL-3 DEB,9663,CIS,102.67,81.26,890.0,880.0,1977-01-06,0
17704,1977-002B,SL-3 R/B,9662,CIS,102.79,81.28,928.0,853.0,1977-01-06,0
17705,1977-002A,METEOR 2-2,9661,CIS,102.59,81.26,889.0,874.0,1977-01-06,0
17706,1976-126N,COSMOS 886 DEB,9656,CIS,112.06,65.82,2000.0,642.0,1976-12-27,0
17707,1976-126M,COSMOS 886 DEB,9655,CIS,105.68,65.79,1573.0,479.0,1976-12-27,0
17708,1976-126L,COSMOS 886 DEB,9654,CIS,108.17,65.78,1709.0,575.0,1976-12-27,0
17709,1976-126K,COSMOS 886 DEB,9653,CIS,109.2,65.77,1821.0,558.0,1976-12-27,0
17710,1976-126J,COSMOS 886 DEB,9652,CIS,111.58,65.83,2007.0,592.0,1976-12-27,0
17711,1976-126H,COSMOS 886 DEB,9651,CIS,108.82,65.79,1796.0,549.0,1976-12-27,0
17712,1976-126G,COSMOS 886 DEB,9650,CIS,108.89,65.81,1852.0,499.0,1976-12-27,0
17713,1976-126F,COSMOS 886 DEB,9649,CIS,113.5,65.93,2112.0,663.0,1976-12-27,0
17714,1976-126E,COSMOS 886 DEB,9648,CIS,95.62,65.77,680.0,417.0,1976-12-27,0
17715,1976-128B,SL-8 R/B,9638,CIS,104.48,82.93,994.0,946.0,1976-12-28,0
17716,1976-128A,COSMOS 887,9637,CIS,104.63,82.94,1010.0,945.0,1976-12-28,0
17717,1976-126A,COSMOS 886,9634,CIS,114.64,65.84,2288.0,590.0,1976-12-27,0
17718,1975-004FU,DELTA 1 DEB,9619,US,100.04,97.44,843.0,678.0,1975-01-22,0
17719,1976-122B,SL-8 R/B,9613,CIS,104.54,82.95,996.0,950.0,1976-12-15,0
17720,1976-122A,COSMOS 883,9610,CIS,104.64,82.95,1003.0,953.0,1976-12-15,0
17721,1976-118J,SL-8 R/B,9598,CIS,117.63,74.02,1684.0,1465.0,1976-12-07,0
17722,1976-118H,COSMOS 878,9595,CIS,115.3,74.03,1475.0,1463.0,1976-12-07,0
17723,1976-118G,COSMOS 877,9594,CIS,115.08,74.03,1465.0,1454.0,1976-12-07,0
17724,1976-118F,COSMOS 876,9593,CIS,116.01,74.03,1538.0,1464.0,1976-12-07,0
17725,1976-118E,COSMOS 875,9592,CIS,114.88,74.03,1464.0,1436.0,1976-12-07,0
17726,1976-118D,COSMOS 874,9591,CIS,115.76,74.03,1515.0,1464.0,1976-12-07,0
17727,1976-118C,COSMOS 873,9590,CIS,115.53,74.03,1496.0,1463.0,1976-12-07,0
17728,1976-118B,COSMOS 872,9589,CIS,114.46,74.03,1464.0,1398.0,1976-12-07,0
17729,1976-118A,COSMOS 871,9588,CIS,114.67,74.03,1464.0,1418.0,1976-12-07,0
17730,1975-112C,SL-8 DEB,9572,CIS,95.6,74.03,550.0,545.0,1975-11-28,0
17731,1973-086FX,DELTA 1 DEB,9570,US,116.01,101.49,1555.0,1448.0,1973-11-06,0
17732,1973-098D,SL-8 DEB *,9569,CIS,97.0,74.05,622.0,608.0,1973-12-04,0
17733,1973-086FW,DELTA 1 DEB,9568,US,119.35,101.48,1987.0,1317.0,1973-11-06,0
17734,1975-004FP,DELTA 1 DEB,9567,US,101.39,97.93,917.0,732.0,1975-01-22,0
17736,1976-108B,SL-8 R/B,9510,CIS,104.53,82.93,991.0,954.0,1976-10-29,0
17737,1976-108A,COSMOS 864,9509,CIS,104.7,82.94,1003.0,957.0,1976-10-29,0
17738,1976-107A,EKRAN 1,9503,CIS,1436.57,9.56,36061.0,35530.0,1976-10-26,0
17739,1976-105A,COSMOS 862,9495,CIS,717.79,69.71,35294.0,5062.0,1976-10-22,0
17740,1976-104A,COSMOS 861,9494,CIS,104.23,64.86,997.0,919.0,1976-10-21,0
17741,1976-103A,COSMOS 860,9486,CIS,104.25,64.7,994.0,925.0,1976-10-17,0
17743,1976-102B,SL-3 R/B,9482,CIS,102.3,81.27,917.0,818.0,1976-10-15,0
17744,1976-102A,METEOR 1-26,9481,CIS,102.14,81.22,877.0,843.0,1976-10-15,0
17745,1976-101A,MARISAT 2,9478,US,1475.54,10.77,37003.0,36107.0,1976-10-14,0
17746,1966-056AH,PAGEOS 1 DEB,9468,US,178.92,85.36,5442.0,2838.0,1966-06-24,0
17747,1976-098B,SL-8 R/B,9444,CIS,100.15,74.05,774.0,757.0,1976-09-29,0
17748,1976-098A,COSMOS 858,9443,CIS,100.41,74.05,789.0,767.0,1976-09-29,0
17751,1976-092A,RADUGA 2,9416,CIS,1436.38,9.47,35915.0,35669.0,1976-09-11,0
17752,1976-091A,OPS 5721,9415,US,100.95,98.41,816.0,792.0,1976-09-11,0
17753,1974-101G,THORAD DELTA 1 R/B(2),9330,US,629.59,12.49,35522.0,388.0,1974-12-19,0
17754,1976-073B,ATLAS CENTAUR R/B,9329,US,643.89,21.99,36064.0,580.0,1976-07-22,0
17755,1973-088F,OPS 6630 DEB,9323,US,114.38,97.05,1446.0,1408.0,1973-11-10,0
17756,1975-004EX,DELTA 1 DEB,9320,US,98.36,98.43,720.0,641.0,1975-01-22,0
17757,1975-004EQ,DELTA 1 DEB,9313,US,100.16,97.62,830.0,702.0,1975-01-22,0
17758,1975-004DU,DELTA 1 DEB,9293,US,98.9,97.8,765.0,648.0,1975-01-22,0
17759,1976-080B,TITAN 34B AGENA R/B,9271,US,707.15,62.35,39618.0,211.0,1976-08-06,0
17760,1976-080A,OPS 7940,9270,US,714.57,61.77,39926.0,270.0,1976-08-06,0
17761,1976-077B,DELTA 1 R/B,9063,US,115.16,101.71,1511.0,1415.0,1976-07-29,0
17762,1976-078B,SL-8 R/B,9062,CIS,104.47,82.94,990.0,949.0,1976-07-29,0
17763,1976-078A,COSMOS 846,9061,CIS,104.62,82.93,1008.0,946.0,1976-07-29,0
17764,1976-077A,NOAA 5,9057,US,116.34,101.95,1524.0,1508.0,1976-07-29,0
17765,1976-073A,COMSTAR 2,9047,US,1440.25,12.76,35877.0,35859.0,1976-07-22,0
17766,1976-070B,SL-8 R/B,9044,CIS,104.64,82.99,989.0,966.0,1976-07-21,0
17767,1975-004DG,DELTA 1 DEB,9042,US,100.01,98.02,803.0,715.0,1975-01-22,0
17768,1975-004DE,DELTA 1 DEB,9040,US,99.5,97.82,768.0,702.0,1975-01-22,0
17769,1976-070A,COSMOS 842,9025,CIS,104.8,82.99,1005.0,965.0,1976-07-21,0
17770,1976-069B,SL-8 R/B,9023,CIS,100.03,74.04,773.0,746.0,1976-07-15,0
17771,1976-069A,COSMOS 841,9022,CIS,100.29,74.04,781.0,764.0,1976-07-15,0
17772,1976-067C,SL-8 DEB,9016,CIS,116.82,65.87,2088.0,988.0,1976-07-08,0
17773,1976-067B,SL-8 R/B,9013,CIS,116.57,65.86,2084.0,969.0,1976-07-08,0
17774,1976-067A,COSMOS 839,9011,CIS,116.8,65.85,2091.0,983.0,1976-07-08,0
17775,1976-066A,PALAPA 1,9009,INDO,1438.49,12.73,35841.0,35826.0,1976-07-08,0
17777,1975-004CM,DELTA 1 DEB,9003,US,97.47,98.11,658.0,618.0,1975-01-22,0
17778,1975-004BP,DELTA 1 DEB,8981,US,100.11,97.65,858.0,669.0,1975-01-22,0
17779,1975-004BN,DELTA 1 DEB,8980,US,98.52,98.02,719.0,657.0,1975-01-22,0
17780,1975-004BL,DELTA 1 DEB,8978,US,97.53,98.06,663.0,618.0,1975-01-22,0
17781,1975-004BC,DELTA 1 DEB,8970,US,100.09,97.33,846.0,680.0,1975-01-22,0
17782,1975-004BB,DELTA 1 DEB,8969,US,100.53,97.66,873.0,694.0,1975-01-22,0
17783,1975-004BA,DELTA 1 DEB,8968,US,101.03,97.65,905.0,710.0,1975-01-22,0
17784,1975-004AW,DELTA 1 DEB,8964,US,100.56,97.74,862.0,708.0,1975-01-22,0
17785,1975-004AR,DELTA 1 DEB,8959,US,99.73,98.44,793.0,699.0,1975-01-22,0
17786,1975-004AQ,DELTA 1 DEB,8958,US,98.82,97.85,730.0,675.0,1975-01-22,0
17787,1975-004AN,DELTA 1 DEB,8956,US,97.74,98.19,672.0,629.0,1975-01-22,0
17788,1975-004AL,DELTA 1 DEB,8954,US,100.31,97.68,870.0,677.0,1975-01-22,0
17789,1975-004AH,DELTA 1 DEB,8951,US,98.43,97.91,706.0,662.0,1975-01-22,0
17790,1976-061B,SL-8 R/B,8924,CIS,100.2,74.06,778.0,758.0,1976-06-29,0
17791,1976-061A,COSMOS 836,8923,CIS,100.48,74.05,795.0,768.0,1976-06-29,0
17793,1976-059C,TITAN 3C TRANSTAGE R/B,8918,US,1432.01,8.77,35750.0,35663.0,1976-06-26,0
17794,1976-059A,OPS 2112,8916,US,1447.55,9.41,36024.0,35997.0,1976-06-26,0
17795,1970-025NJ,THORAD AGENA D DEB,8908,US,103.08,101.68,1005.0,803.0,1970-04-08,0
17796,1976-054J,SL-8 R/B,8897,CIS,117.93,74.0,1687.0,1489.0,1976-06-15,0
17797,1976-054H,COSMOS 832,8896,CIS,116.01,74.0,1521.0,1481.0,1976-06-15,0
17798,1976-054G,COSMOS 831,8895,CIS,115.78,74.0,1507.0,1475.0,1976-06-15,0
